freqs [eV],Lambda [1/ps]
0.000000,0.050770
0.002500,0.053600
0.005000,0.062134
0.007500,0.076488
0.010000,0.096795
0.012500,0.123119
0.015000,0.155341
0.017500,0.193029
0.020000,0.235330
0.022500,0.280937
0.025000,0.328194
0.027500,0.375389
0.030000,0.421195
0.032500,0.465139
0.035000,0.507924
0.037500,0.551425
0.040000,0.598285
0.042500,0.651158
0.045000,0.711793
0.047500,0.780253
0.050000,0.854530
0.052500,0.930794
0.055000,1.004273
0.057500,1.070588
0.060000,1.127140
0.062500,1.174085
0.065000,1.214577
0.067500,1.254208
0.070000,1.299903
0.072500,1.358622
0.075000,1.436223
0.077500,1.536601
0.080000,1.661090
0.082500,1.808079
0.085000,1.972888
0.087500,2.148019
0.090000,2.323874
0.092500,2.489872
0.095000,2.635706
0.097500,2.752496
0.100000,2.833667
0.102500,2.875562
0.105000,2.877882
0.107500,2.843921
0.110000,2.780428
0.112500,2.696863
0.115000,2.604001
0.117500,2.512136
0.120000,2.429447
0.122500,2.361028
0.125000,2.308851
0.127500,2.272486
0.130000,2.250162
0.132500,2.239753
0.135000,2.239473
0.137500,2.248253
0.140000,2.265817
0.142500,2.292379
0.145000,2.327923
0.147500,2.371169
0.150000,2.418648
0.152500,2.464451
0.155000,2.501091
0.157500,2.521386
0.160000,2.520725
0.162500,2.498751
0.165000,2.459687
0.167500,2.411115
0.170000,2.361709
0.172500,2.318828
0.175000,2.286872
0.177500,2.266806
0.180000,2.256782
0.182500,2.253346
0.185000,2.252665
0.187500,2.251390
0.190000,2.247066
0.192500,2.238237
0.195000,2.224453
0.197500,2.206250
0.200000,2.185031
0.202500,2.162692
0.205000,2.141000
0.207500,2.120921
0.210000,2.102248
0.212500,2.083789
0.215000,2.064080
0.217500,2.042259
0.220000,2.018663
0.222500,1.994801
0.225000,1.972786
0.227500,1.954534
0.230000,1.941201
0.232500,1.933143
0.235000,1.930383
0.237500,1.933269
0.240000,1.942933
0.242500,1.961276
