freqs [eV],Lambda [1/ps]
0.000000,0.062572
0.002500,0.067996
0.005000,0.084557
0.007500,0.112914
0.010000,0.153541
0.012500,0.205975
0.015000,0.268134
0.017500,0.335997
0.020000,0.403893
0.022500,0.465461
0.025000,0.515079
0.027500,0.549332
0.030000,0.567989
0.032500,0.574112
0.035000,0.573246
0.037500,0.572024
0.040000,0.576763
0.042500,0.592589
0.045000,0.623312
0.047500,0.671858
0.050000,0.740731
0.052500,0.831917
0.055000,0.945955
0.057500,1.080388
0.060000,1.228305
0.062500,1.377899
0.065000,1.513760
0.067500,1.619976
0.070000,1.684321
0.072500,1.702161
0.075000,1.678579
0.077500,1.627764
0.080000,1.569645
0.082500,1.524789
0.085000,1.509194
0.087500,1.530584
0.090000,1.587221
0.092500,1.669329
0.095000,1.762356
0.097500,1.850872
0.100000,1.921869
0.102500,1.966718
0.105000,1.981663
0.107500,1.967198
0.110000,1.926944
0.112500,1.866500
0.115000,1.792526
0.117500,1.712095
0.120000,1.632199
0.122500,1.559297
0.125000,1.498815
0.127500,1.454623
0.130000,1.428616
0.132500,1.420627
0.135000,1.428821
0.137500,1.450507
0.140000,1.483041
0.142500,1.524340
0.145000,1.572716
0.147500,1.626116
0.150000,1.681295
0.152500,1.733528
0.155000,1.777255
0.157500,1.807491
0.160000,1.821414
0.162500,1.819439
0.165000,1.805314
0.167500,1.785249
0.170000,1.766398
0.172500,1.755197
0.175000,1.755972
0.177500,1.770112
0.180000,1.795966
0.182500,1.829501
0.185000,1.865574
0.187500,1.899478
0.190000,1.928262
0.192500,1.951340
0.195000,1.970167
0.197500,1.987183
0.200000,2.004578
0.202500,2.023581
0.205000,2.044676
0.207500,2.068672
0.210000,2.098002
0.212500,2.137369
0.215000,2.193058
0.217500,2.270808
0.220000,2.372889
0.222500,2.495593
0.225000,2.628419
0.227500,2.755676
0.230000,2.860256
0.232500,2.928319
0.235000,2.953123
0.237500,2.936555
0.240000,2.887844
0.242500,2.820198
0.245000,2.746882
0.247500,2.678313
0.250000,2.621057
0.252500,2.578618
0.255000,2.553051
0.257500,2.546209
0.260000,2.559754
0.262500,2.593826
0.265000,2.645077
0.267500,2.705206
0.270000,2.761074
0.272500,2.796854
0.275000,2.797755
0.277500,2.754114
0.280000,2.664359
0.282500,2.535734
0.285000,2.382543
0.287500,2.222607
0.290000,2.073269
0.292500,1.948216
0.295000,1.855889
0.297500,1.799434
0.300000,1.777627
0.302500,1.786033
0.305000,1.817961
0.307500,1.865158
0.310000,1.918457
0.312500,1.968573
0.315000,2.007044
0.317500,2.027159
0.320000,2.024633
0.322500,1.997915
0.325000,1.948154
0.327500,1.878931
0.330000,1.795861
0.332500,1.706151
0.335000,1.618120
0.337500,1.540719
0.340000,1.483070
0.342500,1.454014
0.345000,1.461575
0.347500,1.512225
0.350000,1.609924
0.352500,1.755112
0.355000,1.944113
0.357500,2.169346
0.360000,2.420445
0.362500,2.685798
0.365000,2.953659
0.367500,3.212198
0.370000,3.448610
0.372500,3.648322
0.375000,3.795562
0.377500,3.875913
0.380000,3.880104
0.382500,3.807304
0.385000,3.666109
0.387500,3.472569
0.390000,3.246084
0.392500,3.005033
0.395000,2.763898
