freqs [eV],Lambda [1/ps]
0.000000,0.002322
0.002500,0.002666
0.005000,0.003747
0.007500,0.005693
0.010000,0.008658
0.012500,0.012729
0.015000,0.017826
0.017500,0.023606
0.020000,0.029427
0.022500,0.034397
0.025000,0.037521
0.027500,0.037920
0.030000,0.035066
0.032500,0.028954
0.035000,0.020158
0.037500,0.009755
0.040000,-0.000870
0.042500,-0.010258
0.045000,-0.017104
0.047500,-0.020408
0.050000,-0.019553
0.052500,-0.014344
0.055000,-0.005038
0.057500,0.007594
0.060000,0.022218
0.062500,0.036980
0.065000,0.049741
0.067500,0.058513
0.070000,0.062012
0.072500,0.060116
0.075000,0.054030
0.077500,0.046014
0.080000,0.038748
0.082500,0.034546
0.085000,0.034680
0.087500,0.039054
0.090000,0.046308
0.092500,0.054298
0.095000,0.060750
0.097500,0.063893
0.100000,0.062873
0.102500,0.057859
0.105000,0.049876
0.107500,0.040439
0.110000,0.031151
0.112500,0.023354
0.115000,0.017904
0.117500,0.015109
0.120000,0.014816
0.122500,0.016614
0.125000,0.020070
0.127500,0.024888
0.130000,0.030914
0.132500,0.037977
0.135000,0.045674
0.137500,0.053258
0.140000,0.059746
0.142500,0.064244
0.145000,0.066339
0.147500,0.066354
0.150000,0.065315
0.152500,0.064631
0.155000,0.065624
0.157500,0.069105
0.160000,0.075144
0.162500,0.083076
0.165000,0.091714
0.167500,0.099680
0.170000,0.105789
0.172500,0.109386
0.175000,0.110561
0.177500,0.110110
0.180000,0.109218
0.182500,0.108902
0.185000,0.109434
0.187500,0.110011
0.190000,0.108873
0.192500,0.103859
0.195000,0.093190
0.197500,0.076149
0.200000,0.053379
0.202500,0.026735
0.205000,-0.001178
0.207500,-0.027554
0.210000,-0.049821
0.212500,-0.065894
0.215000,-0.074318
0.217500,-0.074382
0.220000,-0.066242
0.222500,-0.051013
0.225000,-0.030733
0.227500,-0.008135
0.230000,0.013772
0.232500,0.032214
0.235000,0.045137
0.237500,0.051541
0.240000,0.051580
0.242500,0.046415
0.245000,0.037856
0.247500,0.027863
0.250000,0.018006
0.252500,0.009018
0.255000,0.000579
0.257500,-0.008578
0.260000,-0.020189
0.262500,-0.035712
0.265000,-0.055558
0.267500,-0.078590
0.270000,-0.102152
0.272500,-0.122687
0.275000,-0.136741
0.277500,-0.141993
0.280000,-0.137915
0.282500,-0.125831
0.285000,-0.108402
0.287500,-0.088778
0.290000,-0.069767
0.292500,-0.053278
0.295000,-0.040176
0.297500,-0.030462
0.300000,-0.023610
0.302500,-0.018885
0.305000,-0.015509
0.307500,-0.012699
0.310000,-0.009645
0.312500,-0.005556
0.315000,0.000184
0.317500,0.007786
0.320000,0.016889
0.322500,0.026577
0.325000,0.035647
0.327500,0.043046
0.330000,0.048280
0.332500,0.051608
0.335000,0.053900
0.337500,0.056206
0.340000,0.059236
0.342500,0.062981
0.345000,0.066655
0.347500,0.068969
0.350000,0.068604
0.352500,0.064668
0.355000,0.056930
0.357500,0.045767
0.360000,0.031907
0.362500,0.016138
0.365000,-0.000850
0.367500,-0.018428
0.370000,-0.035862
0.372500,-0.052179
0.375000,-0.066188
0.377500,-0.076682
0.380000,-0.082741
0.382500,-0.083991
0.385000,-0.080705
0.387500,-0.073708
0.390000,-0.064160
0.392500,-0.053295
0.395000,-0.042205
0.397500,-0.031746
0.400000,-0.022518
0.402500,-0.014913
0.405000,-0.009159
0.407500,-0.005327
0.410000,-0.003319
0.412500,-0.002835
0.415000,-0.003392
0.417500,-0.004371
0.420000,-0.005112
0.422500,-0.005025
0.425000,-0.003687
0.427500,-0.000929
0.430000,0.003106
0.432500,0.007946
0.435000,0.012841
0.437500,0.016925
0.440000,0.019453
0.442500,0.020067
0.445000,0.018963
0.447500,0.016859
0.450000,0.014746
0.452500,0.013490
0.455000,0.013453
0.457500,0.014314
0.460000,0.015145
0.462500,0.014722
0.465000,0.011915
0.467500,0.006003
0.470000,-0.003182
0.472500,-0.015290
0.475000,-0.029572
0.477500,-0.045013
0.480000,-0.060415
0.482500,-0.074449
0.485000,-0.085740
0.487500,-0.093021
0.490000,-0.095349
0.492500,-0.092304
0.495000,-0.084075
0.497500,-0.071398
0.500000,-0.055362
0.502500,-0.037192
0.505000,-0.018100
0.507500,0.000747
0.510000,0.018200
0.512500,0.033129
0.515000,0.044547
0.517500,0.051851
0.520000,0.055100
0.522500,0.055144
0.525000,0.053515
0.527500,0.052021
0.530000,0.052200
0.532500,0.054833
0.535000,0.059766
0.537500,0.066124
0.540000,0.072821
0.542500,0.079106
0.545000,0.084863
0.547500,0.090496
0.550000,0.096463
0.552500,0.102720
0.555000,0.108379
0.557500,0.111770
0.560000,0.110888
0.562500,0.104016
0.565000,0.090263
0.567500,0.069816
0.570000,0.043875
0.572500,0.014363
0.575000,-0.016449
0.577500,-0.046274
0.580000,-0.073065
0.582500,-0.095187
0.585000,-0.111518
0.587500,-0.121476
0.590000,-0.124961
0.592500,-0.122224
0.595000,-0.113729
0.597500,-0.100079
0.600000,-0.082040
0.602500,-0.060661
0.605000,-0.037371
0.607500,-0.013975
0.610000,0.007544
0.612500,0.025361
0.615000,0.038192
0.617500,0.045582
0.620000,0.047997
0.622500,0.046713
0.625000,0.043531
0.627500,0.040403
0.630000,0.039024
0.632500,0.040445
0.635000,0.044765
0.637500,0.050981
0.640000,0.057087
0.642500,0.060477
0.645000,0.058623
0.647500,0.049864
0.650000,0.034066
0.652500,0.012885
0.655000,-0.010521
0.657500,-0.032305
0.660000,-0.049024
0.662500,-0.058646
0.665000,-0.061103
0.667500,-0.058179
0.670000,-0.052763
0.672500,-0.047747
0.675000,-0.044985
0.677500,-0.044705
0.680000,-0.045567
0.682500,-0.045330
0.685000,-0.041813
0.687500,-0.033772
0.690000,-0.021361
0.692500,-0.006044
0.695000,0.009927
0.697500,0.024210
0.700000,0.034967
0.702500,0.041153
0.705000,0.042472
0.707500,0.039122
0.710000,0.031501
0.712500,0.020042
0.715000,0.005243
0.717500,-0.012163
0.720000,-0.031012
0.722500,-0.049636
0.725000,-0.066008
0.727500,-0.078071
0.730000,-0.084186
0.732500,-0.083524
0.735000,-0.076298
0.737500,-0.063751
0.740000,-0.047883
0.742500,-0.031018
0.745000,-0.015296
0.747500,-0.002272
0.750000,0.007288
0.752500,0.013349
0.755000,0.016339
0.757500,0.016820
0.760000,0.015265
0.762500,0.012037
0.765000,0.007557
0.767500,0.002524
0.770000,-0.002017
0.772500,-0.004834
0.775000,-0.004882
0.777500,-0.001695
0.780000,0.004391
0.782500,0.012332
0.785000,0.020769
0.787500,0.028551
0.790000,0.035158
0.792500,0.040856
0.795000,0.046498
0.797500,0.053073
0.800000,0.061189
0.802500,0.070698
0.805000,0.080622
0.807500,0.089401
0.810000,0.095365
0.812500,0.097256
0.815000,0.094601
0.817500,0.087820
0.820000,0.078043
0.822500,0.066719
0.825000,0.055171
0.827500,0.044252
0.830000,0.034212
0.832500,0.024806
0.835000,0.015574
0.837500,0.006167
0.840000,-0.003407
0.842500,-0.012725
0.845000,-0.021074
0.847500,-0.027707
0.850000,-0.032108
0.852500,-0.034177
0.855000,-0.034285
0.857500,-0.033206
0.860000,-0.031981
0.862500,-0.031740
0.865000,-0.033527
0.867500,-0.038095
0.870000,-0.045718
0.872500,-0.056037
0.875000,-0.067998
0.877500,-0.079952
0.880000,-0.089917
0.882500,-0.095972
0.885000,-0.096702
0.887500,-0.091575
0.890000,-0.081151
0.892500,-0.067016
0.895000,-0.051447
0.897500,-0.036850
0.900000,-0.025123
0.902500,-0.017142
0.905000,-0.012550
