freqs [eV],Lambda [1/ps]
0.000000,0.091573
0.002500,0.094416
0.005000,0.103099
0.007500,0.118072
0.010000,0.140013
0.012500,0.169690
0.015000,0.207700
0.017500,0.254098
0.020000,0.307974
0.022500,0.367135
0.025000,0.428098
0.027500,0.486562
0.030000,0.538357
0.032500,0.580646
0.035000,0.612965
0.037500,0.637667
0.040000,0.659478
0.042500,0.684228
0.045000,0.717115
0.047500,0.761073
0.050000,0.815815
0.052500,0.877895
0.055000,0.941804
0.057500,1.001755
0.060000,1.053578
0.062500,1.096124
0.065000,1.131750
0.067500,1.165804
0.070000,1.205365
0.072500,1.257725
0.075000,1.329073
0.077500,1.423654
0.080000,1.543409
0.082500,1.687840
0.085000,1.853867
0.087500,2.035575
0.090000,2.224044
0.092500,2.407605
0.095000,2.572874
0.097500,2.706585
0.100000,2.797887
0.102500,2.840482
0.105000,2.833911
0.107500,2.783589
0.110000,2.699572
0.112500,2.594491
0.115000,2.481282
0.117500,2.371309
0.120000,2.273227
0.122500,2.192555
0.125000,2.131759
0.127500,2.090644
0.130000,2.067007
0.132500,2.057599
0.135000,2.059330
0.137500,2.070395
0.140000,2.090794
0.142500,2.121840
0.145000,2.164702
0.147500,2.218540
0.150000,2.279162
0.152500,2.338928
0.155000,2.388112
0.157500,2.417255
0.160000,2.419618
0.162500,2.392852
0.165000,2.339350
0.167500,2.265346
0.170000,2.179242
0.172500,2.089882
0.175000,2.005366
0.177500,1.932658
0.180000,1.877792
0.182500,1.846173
0.185000,1.842406
0.187500,1.869369
0.190000,1.926709
0.192500,2.009427
0.195000,2.107361
0.197500,2.206166
0.200000,2.289833
0.202500,2.344135
0.205000,2.359958
0.207500,2.335468
0.210000,2.276436
0.212500,2.194656
0.215000,2.104997
0.217500,2.021982
0.220000,1.956842
0.222500,1.915709
0.225000,1.899224
0.227500,1.903383
0.230000,1.921200
0.232500,1.944662
0.235000,1.966571
0.237500,1.981986
0.240000,1.989118
0.242500,1.989538
0.245000,1.987640
0.247500,1.989408
0.250000,2.000718
0.252500,2.025603
0.255000,2.064989
0.257500,2.116247
0.260000,2.173706
0.262500,2.229945
0.265000,2.277489
0.267500,2.310499
0.270000,2.326030
0.272500,2.324637
0.275000,2.310212
0.277500,2.289174
0.280000,2.269218
0.282500,2.257918
0.285000,2.261383
0.287500,2.283095
0.290000,2.323007
0.292500,2.376986
0.295000,2.436843
0.297500,2.491219
0.300000,2.527480
0.302500,2.534415
0.305000,2.505097
0.307500,2.438974
0.310000,2.342367
0.312500,2.227073
0.315000,2.107463
0.317500,1.997031
0.320000,1.905489
0.322500,1.837209
0.325000,1.791281
0.327500,1.762947
0.330000,1.745838
0.332500,1.734311
0.335000,1.725265
0.337500,1.718995
0.340000,1.718970
0.342500,1.730719
0.345000,1.760349
0.347500,1.813214
0.350000,1.893147
0.352500,2.002272
0.355000,2.141071
0.357500,2.308257
0.360000,2.500150
0.362500,2.709655
0.365000,2.925412
0.367500,3.131841
0.370000,3.310664
0.372500,3.443865
0.375000,3.517439
0.377500,3.524780
0.380000,3.468616
0.382500,3.360770
0.385000,3.219725
0.387500,3.066569
0.390000,2.920379
0.392500,2.794260
0.395000,2.693157
0.397500,2.614103
0.400000,2.548850
0.402500,2.488031
0.405000,2.425443
0.407500,2.360951
0.410000,2.301063
0.412500,2.257076
0.415000,2.241588
0.417500,2.264701
0.420000,2.331183
0.422500,2.439349
0.425000,2.581682
0.427500,2.746565
0.430000,2.920264
0.432500,3.088454
0.435000,3.237169
0.437500,3.353544
0.440000,3.426959
0.442500,3.450895
0.445000,3.425168
0.447500,3.357540
0.450000,3.263588
0.452500,3.164105
0.455000,3.080364
0.457500,3.028504
0.460000,3.014909
0.462500,3.034274
0.465000,3.071209
0.467500,3.105090
0.470000,3.116706
0.472500,3.094614
0.475000,3.039096
0.477500,2.962284
0.480000,2.884285
0.482500,2.826452
0.485000,2.803997
0.487500,2.820506
0.490000,2.866297
0.492500,2.921273
0.495000,2.961306
0.497500,2.965878
0.500000,2.924311
0.502500,2.838542
0.505000,2.721847
0.507500,2.594388
0.510000,2.477430
0.512500,2.388110
0.515000,2.335993
0.517500,2.321815
0.520000,2.338210
0.522500,2.371938
0.525000,2.407159
0.527500,2.429182
0.530000,2.427986
0.532500,2.400703
0.535000,2.352417
0.537500,2.295055
0.540000,2.244727
0.542500,2.218261
0.545000,2.229729
0.547500,2.287591
0.550000,2.392777
0.552500,2.537876
0.555000,2.707634
0.557500,2.880906
0.560000,3.034066
0.562500,3.145425
0.565000,3.199725
0.567500,3.191466
0.570000,3.125990
0.572500,3.017845
0.575000,2.886866
0.577500,2.753148
0.580000,2.632463
0.582500,2.533513
0.585000,2.457703
0.587500,2.401219
0.590000,2.358428
0.592500,2.325176
0.595000,2.300767
0.597500,2.288062
0.600000,2.291942
0.602500,2.316963
0.605000,2.365229
0.607500,2.435136
0.610000,2.521249
0.612500,2.615174
0.615000,2.707160
0.617500,2.788119
0.620000,2.851683
0.622500,2.895711
0.625000,2.922614
0.627500,2.938136
0.630000,2.948822
0.632500,2.959164
0.635000,2.969676
0.637500,2.976894
0.640000,2.975349
0.642500,2.960648
0.645000,2.932223
