freqs [eV],Lambda [1/ps]
0.000000,-0.041717
0.002500,-0.042076
0.005000,-0.043237
0.007500,-0.045447
0.010000,-0.049096
0.012500,-0.054649
0.015000,-0.062531
0.017500,-0.072935
0.020000,-0.085606
0.022500,-0.099661
0.025000,-0.113560
0.027500,-0.125315
0.030000,-0.132933
0.032500,-0.135006
0.035000,-0.131217
0.037500,-0.122570
0.040000,-0.111192
0.042500,-0.099765
0.045000,-0.090784
0.047500,-0.085919
0.050000,-0.085695
0.052500,-0.089583
0.055000,-0.096402
0.057500,-0.104819
0.060000,-0.113746
0.062500,-0.122478
0.065000,-0.130552
0.067500,-0.137469
0.070000,-0.142447
0.072500,-0.144409
0.075000,-0.142286
0.077500,-0.135542
0.080000,-0.124690
0.082500,-0.111488
0.085000,-0.098617
0.087500,-0.088863
0.090000,-0.084107
0.092500,-0.084568
0.095000,-0.088668
0.097500,-0.093595
0.100000,-0.096309
0.102500,-0.094508
0.105000,-0.087134
0.107500,-0.074253
0.110000,-0.056514
0.112500,-0.034570
0.115000,-0.008846
0.117500,0.020252
0.120000,0.051862
0.122500,0.084293
0.125000,0.115040
0.127500,0.141249
0.130000,0.160410
0.132500,0.170985
0.135000,0.172726
0.137500,0.166635
0.140000,0.154664
0.142500,0.139288
0.145000,0.123032
0.147500,0.108021
0.150000,0.095600
0.152500,0.086134
0.155000,0.079084
0.157500,0.073366
0.160000,0.067885
0.162500,0.062039
0.165000,0.055986
0.167500,0.050560
0.170000,0.046843
0.172500,0.045555
0.175000,0.046476
0.177500,0.048171
0.180000,0.048202
0.182500,0.043828
0.185000,0.033008
0.187500,0.015299
0.190000,-0.007771
0.192500,-0.033089
0.195000,-0.056991
0.197500,-0.076526
0.200000,-0.090394
0.202500,-0.099176
0.205000,-0.104819
0.207500,-0.109673
0.210000,-0.115523
0.212500,-0.122990
0.215000,-0.131402
0.217500,-0.139068
0.220000,-0.143765
0.222500,-0.143288
0.225000,-0.135996
0.227500,-0.121289
0.230000,-0.099943
0.232500,-0.074147
0.235000,-0.047157
0.237500,-0.022560
0.240000,-0.003363
0.242500,0.008797
0.245000,0.014007
0.247500,0.013900
0.250000,0.011002
0.252500,0.007875
0.255000,0.006326
0.257500,0.006901
0.260000,0.008715
0.262500,0.009589
0.265000,0.006451
0.267500,-0.004072
0.270000,-0.024860
0.272500,-0.057382
0.275000,-0.100813
0.277500,-0.151467
0.280000,-0.202851
0.282500,-0.246545
0.285000,-0.273835
0.287500,-0.277729
0.290000,-0.254791
0.292500,-0.206176
0.295000,-0.137551
0.297500,-0.057902
0.300000,0.022405
0.302500,0.093735
0.305000,0.148930
0.307500,0.184355
0.310000,0.200131
0.312500,0.199697
0.315000,0.188916
0.317500,0.174937
0.320000,0.164940
0.322500,0.164853
0.325000,0.178136
0.327500,0.204817
0.330000,0.241096
0.332500,0.279803
0.335000,0.311841
0.337500,0.328400
0.340000,0.323354
0.342500,0.295035
0.345000,0.246709
0.347500,0.185488
0.350000,0.120057
0.352500,0.058042
0.355000,0.003991
0.357500,-0.041334
0.360000,-0.080274
0.362500,-0.116611
0.365000,-0.153659
0.367500,-0.192774
0.370000,-0.232625
0.372500,-0.269268
0.375000,-0.296831
0.377500,-0.308586
0.380000,-0.298267
0.382500,-0.261483
0.385000,-0.197064
0.387500,-0.108048
0.390000,-0.001968
0.392500,0.109828
0.395000,0.213870
0.397500,0.296978
0.400000,0.348825
0.402500,0.363954
0.405000,0.342645
0.407500,0.290409
0.410000,0.216268
0.412500,0.130357
0.415000,0.041576
0.417500,-0.044038
0.420000,-0.123801
0.422500,-0.197646
0.425000,-0.266484
0.427500,-0.330287
0.430000,-0.386669
0.432500,-0.430608
0.435000,-0.455547
0.437500,-0.455592
0.440000,-0.427958
0.442500,-0.374665
0.445000,-0.302689
0.447500,-0.222415
0.450000,-0.144919
0.452500,-0.079094
0.455000,-0.029662
0.457500,0.003313
0.460000,0.023407
0.462500,0.035836
0.465000,0.045265
0.467500,0.054150
0.470000,0.062059
0.472500,0.066094
0.475000,0.062197
0.477500,0.046895
0.480000,0.018895
0.482500,-0.020020
0.485000,-0.065137
0.487500,-0.109972
0.490000,-0.148010
0.492500,-0.174391
0.495000,-0.186951
0.497500,-0.186358
0.500000,-0.175457
0.502500,-0.158249
0.505000,-0.138887
0.507500,-0.120938
0.510000,-0.106911
0.512500,-0.097917
0.515000,-0.093404
0.517500,-0.091014
0.520000,-0.086719
0.522500,-0.075382
0.525000,-0.051762
0.527500,-0.011812
0.530000,0.046018
0.532500,0.119842
0.535000,0.204092
0.537500,0.290157
0.540000,0.367876
0.542500,0.427525
0.545000,0.461782
0.547500,0.467067
0.550000,0.443933
0.552500,0.396538
0.555000,0.331557
0.557500,0.257001
0.560000,0.181204
0.562500,0.111990
0.565000,0.055803
0.567500,0.016743
0.570000,-0.004334
0.572500,-0.010214
0.575000,-0.006831
0.577500,-0.001830
0.580000,-0.002582
0.582500,-0.014337
0.585000,-0.039142
