freqs [eV],Lambda [1/ps]
0.000000,0.050720
0.002500,0.054691
0.005000,0.066931
0.007500,0.088286
0.010000,0.119718
0.012500,0.161727
0.015000,0.213724
0.017500,0.273564
0.020000,0.337458
0.022500,0.400409
0.025000,0.457157
0.027500,0.503400
0.030000,0.536911
0.032500,0.558138
0.035000,0.570078
0.037500,0.577497
0.040000,0.585816
0.042500,0.600104
0.045000,0.624462
0.047500,0.661839
0.050000,0.714080
0.052500,0.781933
0.055000,0.864857
0.057500,0.960700
0.060000,1.065455
0.062500,1.173353
0.065000,1.277388
0.067500,1.370217
0.070000,1.445279
0.072500,1.497957
0.075000,1.526648
0.077500,1.533584
0.080000,1.525139
0.082500,1.511306
0.085000,1.504092
0.087500,1.514933
0.090000,1.551669
0.092500,1.615970
0.095000,1.702166
0.097500,1.798000
0.100000,1.887272
0.102500,1.953641
0.105000,1.984535
0.107500,1.974012
0.110000,1.923844
0.112500,1.842600
0.115000,1.743190
0.117500,1.639729
0.120000,1.544709
0.122500,1.467130
0.125000,1.411849
0.127500,1.379878
0.130000,1.369250
0.132500,1.376076
0.135000,1.395600
0.137500,1.423199
0.140000,1.455204
0.142500,1.489344
0.145000,1.524591
0.147500,1.560385
0.150000,1.595538
0.152500,1.627369
0.155000,1.651606
0.157500,1.663282
0.160000,1.658362
0.162500,1.635470
0.165000,1.597008
0.167500,1.549184
0.170000,1.500922
0.172500,1.462006
0.175000,1.441051
0.177500,1.443875
0.180000,1.472617
0.182500,1.525678
0.185000,1.598295
0.187500,1.683484
0.190000,1.773094
0.192500,1.858847
0.195000,1.933289
0.197500,1.990633
0.200000,2.027389
0.202500,2.042715
0.205000,2.038494
0.207500,2.019209
0.210000,1.991760
0.212500,1.965212
0.215000,1.950305
0.217500,1.958404
0.220000,1.999638
0.222500,2.080325
0.225000,2.200277
0.227500,2.351042
0.230000,2.516148
0.232500,2.673898
0.235000,2.802267
0.237500,2.884432
0.240000,2.912960
0.242500,2.891146
0.245000,2.831106
0.247500,2.749584
0.250000,2.663258
0.252500,2.585232
0.255000,2.523592
0.257500,2.481850
0.260000,2.460354
0.262500,2.457635
0.265000,2.471035
0.267500,2.496612
0.270000,2.528781
0.272500,2.560270
0.275000,2.582754
0.277500,2.588138
0.280000,2.570078
0.282500,2.525248
0.285000,2.453978
0.287500,2.360173
0.290000,2.250673
0.292500,2.134325
0.295000,2.020947
0.297500,1.920272
0.300000,1.840836
0.302500,1.788836
0.305000,1.767096
0.307500,1.774365
0.310000,1.805168
0.312500,1.850346
0.315000,1.898233
0.317500,1.936318
0.320000,1.953175
0.322500,1.940396
0.325000,1.894165
0.327500,1.816136
0.330000,1.713268
0.332500,1.596604
0.335000,1.479296
0.337500,1.374477
0.340000,1.293642
0.342500,1.245908
0.345000,1.238112
0.347500,1.275317
0.350000,1.361112
0.352500,1.497279
0.355000,1.682740
0.357500,1.912225
0.360000,2.175385
0.362500,2.457082
0.365000,2.739180
0.367500,3.003458
0.370000,3.234714
0.372500,3.422886
0.375000,3.563414
0.377500,3.655844
0.380000,3.701477
0.382500,3.701247
0.385000,3.654823
0.387500,3.561221
0.390000,3.420464
0.392500,3.235390
0.395000,3.012784
0.397500,2.763438
0.400000,2.501234
0.402500,2.241638
0.405000,2.000040
0.407500,1.790237
0.410000,1.623275
0.412500,1.506677
0.415000,1.444080
0.417500,1.435127
0.420000,1.475527
0.422500,1.557192
0.425000,1.668614
0.427500,1.795699
0.430000,1.923302
0.432500,2.037377
0.435000,2.127307
0.437500,2.187677
0.440000,2.218824
0.442500,2.225894
0.445000,2.216703
0.447500,2.199213
0.450000,2.179554
0.452500,2.161273
0.455000,2.145936
0.457500,2.134658
0.460000,2.129729
0.462500,2.135511
0.465000,2.158093
0.467500,2.203728
0.470000,2.276573
0.472500,2.376566
0.475000,2.498198
0.477500,2.630650
0.480000,2.759288
0.482500,2.868098
0.485000,2.942478
0.487500,2.971838
0.490000,2.951623
0.492500,2.884549
0.495000,2.780822
0.497500,2.657176
0.500000,2.534620
0.502500,2.435098
0.505000,2.377586
0.507500,2.374416
0.510000,2.428584
0.512500,2.532615
0.515000,2.669286
0.517500,2.814287
0.520000,2.940555
0.522500,3.023627
0.525000,3.046847
0.527500,3.004984
0.530000,2.905060
0.532500,2.764047
0.535000,2.604172
0.537500,2.447412
0.540000,2.310937
0.542500,2.204713
0.545000,2.131558
0.547500,2.089150
0.550000,2.072946
0.552500,2.078888
0.555000,2.104990
0.557500,2.151295
0.560000,2.218264
0.562500,2.304242
0.565000,2.403099
0.567500,2.503222
0.570000,2.588637
0.572500,2.642250
0.575000,2.650264
0.577500,2.606259
0.580000,2.513429
0.582500,2.384140
0.585000,2.237023
0.587500,2.092660
0.590000,1.969314
0.592500,1.879879
0.595000,1.830539
0.597500,1.820947
0.600000,1.845391
0.602500,1.894395
0.605000,1.956455
0.607500,2.019805
0.610000,2.074138
0.612500,2.112145
0.615000,2.130592
0.617500,2.130711
0.620000,2.117760
0.622500,2.099830
0.625000,2.086144
0.627500,2.085213
0.630000,2.103207
0.632500,2.142861
0.635000,2.203067
0.637500,2.279215
0.640000,2.364144
0.642500,2.449473
0.645000,2.526956
0.647500,2.589542
0.650000,2.631954
0.652500,2.650870
0.655000,2.644927
0.657500,2.614793
0.660000,2.563314
0.662500,2.495537
0.665000,2.418315
0.667500,2.339391
0.670000,2.266146
0.672500,2.204405
0.675000,2.157674
0.677500,2.126950
0.680000,2.110946
0.682500,2.106453
0.685000,2.108667
0.687500,2.111528
0.690000,2.108310
0.692500,2.092656
0.695000,2.059985
0.697500,2.008882
0.700000,1.941876
0.702500,1.865208
0.705000,1.787540
0.707500,1.718032
0.710000,1.664432
0.712500,1.631764
0.715000,1.621883
0.717500,1.633767
0.720000,1.664207
0.722500,1.708509
0.725000,1.761037
0.727500,1.815666
0.730000,1.866301
0.732500,1.907602
0.735000,1.935812
0.737500,1.949401
0.740000,1.949255
0.742500,1.938273
0.745000,1.920576
0.747500,1.900653
0.750000,1.882744
0.752500,1.870527
0.755000,1.866910
0.757500,1.873694
0.760000,1.891028
0.762500,1.916840
0.765000,1.946635
0.767500,1.973978
0.770000,1.991707
0.772500,1.993576
0.775000,1.975799
0.777500,1.937989
0.780000,1.883217
0.782500,1.817244
0.785000,1.747200
0.787500,1.680097
0.790000,1.621543
0.792500,1.574940
0.795000,1.541339
0.797500,1.519972
0.800000,1.509279
0.802500,1.508088
0.805000,1.516483
0.807500,1.536007
0.810000,1.569101
0.812500,1.617979
0.815000,1.683421
0.817500,1.763979
0.820000,1.855936
0.822500,1.954024
0.825000,2.052566
0.827500,2.146512
0.830000,2.231949
0.832500,2.305886
0.835000,2.365562
0.837500,2.407762
0.840000,2.428648
0.842500,2.424368
0.845000,2.392321
0.847500,2.332565
0.850000,2.248778
0.852500,2.148269
0.855000,2.040910
0.857500,1.937295
0.860000,1.846697
0.862500,1.775514
0.865000,1.726643
0.867500,1.699830
0.870000,1.692619
0.872500,1.701341
0.875000,1.721672
0.877500,1.748690
0.880000,1.776740
0.882500,1.799589
0.885000,1.811210
0.887500,1.807081
0.890000,1.785494
0.892500,1.748227
0.895000,1.700141
0.897500,1.647813
0.900000,1.597743
0.902500,1.554920
0.905000,1.522242
0.907500,1.500862
0.910000,1.491022
0.912500,1.492778
0.915000,1.506172
0.917500,1.530803
0.920000,1.565070
0.922500,1.605600
0.925000,1.647226
0.927500,1.683687
0.930000,1.708895
0.932500,1.718393
0.935000,1.710556
0.937500,1.687136
0.940000,1.653000
0.942500,1.615150
0.945000,1.581289
0.947500,1.558315
0.950000,1.551024
0.952500,1.561219
0.955000,1.587345
0.957500,1.624695
0.960000,1.666241
0.962500,1.704019
0.965000,1.730840
0.967500,1.741938
0.970000,1.736094
0.972500,1.715894
0.975000,1.687031
0.977500,1.656867
0.980000,1.632699
0.982500,1.620193
0.985000,1.622386
0.987500,1.639391
0.990000,1.668765
0.992500,1.706306
0.995000,1.747001
0.997500,1.785920
1.000000,1.818898
1.002500,1.842978
1.005000,1.856626
1.007500,1.859729
1.010000,1.853400
1.012500,1.839628
1.015000,1.820795
