freqs [eV],Lambda [1/ps]
0.000000,-0.034461
0.002500,-0.034699
0.005000,-0.035508
0.007500,-0.037158
0.010000,-0.040055
0.012500,-0.044649
0.015000,-0.051298
0.017500,-0.060068
0.020000,-0.070545
0.022500,-0.081712
0.025000,-0.091991
0.027500,-0.099504
0.030000,-0.102526
0.032500,-0.100001
0.035000,-0.091943
0.037500,-0.079528
0.040000,-0.064830
0.042500,-0.050262
0.045000,-0.037938
0.047500,-0.029183
0.050000,-0.024368
0.052500,-0.023061
0.055000,-0.024410
0.057500,-0.027531
0.060000,-0.031752
0.062500,-0.036640
0.065000,-0.041839
0.067500,-0.046874
0.070000,-0.051051
0.072500,-0.053559
0.075000,-0.053766
0.077500,-0.051610
0.080000,-0.047889
0.082500,-0.044261
0.085000,-0.042852
0.087500,-0.045545
0.090000,-0.053217
0.092500,-0.065269
0.095000,-0.079697
0.097500,-0.093725
0.100000,-0.104701
0.102500,-0.110870
0.105000,-0.111672
0.107500,-0.107496
0.110000,-0.099079
0.112500,-0.086909
0.115000,-0.070928
0.117500,-0.050658
0.120000,-0.025657
0.122500,0.003972
0.125000,0.037247
0.127500,0.072295
0.130000,0.106624
0.132500,0.137528
0.135000,0.162492
0.137500,0.179486
0.140000,0.187179
0.142500,0.185079
0.145000,0.173647
0.147500,0.154330
0.150000,0.129469
0.152500,0.102041
0.155000,0.075261
0.157500,0.052099
0.160000,0.034862
0.162500,0.024910
0.165000,0.022574
0.167500,0.027235
0.170000,0.037458
0.172500,0.051102
0.175000,0.065387
0.177500,0.077025
0.180000,0.082533
0.182500,0.078827
0.185000,0.064017
0.187500,0.038177
0.190000,0.003775
0.192500,-0.034538
0.195000,-0.070854
0.197500,-0.099476
0.200000,-0.116475
0.202500,-0.120820
0.205000,-0.114634
0.207500,-0.102497
0.210000,-0.090003
0.212500,-0.082091
0.215000,-0.081681
0.217500,-0.089006
0.220000,-0.101775
0.222500,-0.116037
0.225000,-0.127422
0.227500,-0.132381
0.230000,-0.129096
0.232500,-0.117830
0.235000,-0.100686
0.237500,-0.080872
0.240000,-0.061748
0.242500,-0.045922
0.245000,-0.034670
0.247500,-0.027820
0.250000,-0.024078
0.252500,-0.021657
0.255000,-0.018966
0.257500,-0.015150
0.260000,-0.010340
0.262500,-0.005595
0.265000,-0.002595
0.267500,-0.003197
0.270000,-0.008979
0.272500,-0.020861
0.275000,-0.038870
0.277500,-0.062081
0.280000,-0.088695
0.282500,-0.116218
0.285000,-0.141674
0.287500,-0.161818
0.290000,-0.173411
0.292500,-0.173625
0.295000,-0.160612
0.297500,-0.134137
0.300000,-0.096023
0.302500,-0.050161
