freqs [eV],Lambda [1/ps]
0.000000,0.060199
0.002500,0.062744
0.005000,0.070433
0.007500,0.083418
0.010000,0.101931
0.012500,0.126233
0.015000,0.156503
0.017500,0.192659
0.020000,0.234160
0.022500,0.279854
0.025000,0.327986
0.027500,0.376450
0.030000,0.423276
0.032500,0.467232
0.035000,0.508329
0.037500,0.547998
0.040000,0.588819
0.042500,0.633802
0.045000,0.685423
0.047500,0.744701
0.050000,0.810622
0.052500,0.880149
0.055000,0.948895
0.057500,1.012334
0.060000,1.067229
0.062500,1.112837
0.065000,1.151486
0.067500,1.188287
0.070000,1.230071
0.072500,1.283919
0.075000,1.355759
0.077500,1.449410
0.080000,1.566182
0.082500,1.704869
0.085000,1.861867
0.087500,2.031221
0.090000,2.204649
0.092500,2.371770
0.095000,2.520828
0.097500,2.640056
0.100000,2.719556
0.102500,2.753276
0.105000,2.740507
0.107500,2.686368
0.110000,2.601037
0.112500,2.497878
0.115000,2.391005
0.117500,2.292961
0.120000,2.213042
0.122500,2.156511
0.125000,2.124584
0.127500,2.115011
0.130000,2.123050
0.132500,2.142768
0.135000,2.168549
0.137500,2.196504
0.140000,2.225331
0.142500,2.256171
0.145000,2.291348
0.147500,2.332385
0.150000,2.378122
0.152500,2.423831
0.155000,2.461840
0.157500,2.483566
0.160000,2.482205
0.162500,2.455064
0.165000,2.404624
0.167500,2.337954
0.170000,2.264706
0.172500,2.194477
0.175000,2.134521
0.177500,2.088579
0.180000,2.057130
0.182500,2.038677
0.185000,2.031327
0.187500,2.033819
0.190000,2.045570
0.192500,2.065827
0.195000,2.092534
0.197500,2.121639
0.200000,2.147319
0.202500,2.163137
0.205000,2.163671
0.207500,2.145969
0.210000,2.110320
0.212500,2.060138
0.215000,2.001134
0.217500,1.940116
0.220000,1.883783
0.222500,1.837721
0.225000,1.805687
0.227500,1.789195
0.230000,1.787449
0.232500,1.797681
0.235000,1.815932
0.237500,1.838153
0.240000,1.861365
0.242500,1.884518
0.245000,1.908758
0.247500,1.936967
0.250000,1.972697
0.252500,2.018758
0.255000,2.075859
0.257500,2.141691
0.260000,2.210780
0.262500,2.275320
0.265000,2.326892
0.267500,2.358718
0.270000,2.367797
0.272500,2.356250
0.275000,2.331326
0.277500,2.303913
0.280000,2.285868
0.282500,2.286829
0.285000,2.311389
0.287500,2.357487
0.290000,2.416561
0.292500,2.475539
0.295000,2.520154
0.297500,2.538621
0.300000,2.524522
0.302500,2.478061
0.305000,2.405372
0.307500,2.316310
0.310000,2.221605
0.312500,2.130400
0.315000,2.048905
0.317500,1.980403
0.320000,1.926298
0.322500,1.887544
0.325000,1.865731
0.327500,1.863279
0.330000,1.882604
