freqs [eV],Lambda [1/ps]
0.000000,0.100269
0.002500,0.103092
0.005000,0.111721
0.007500,0.126615
0.010000,0.148471
0.012500,0.178068
0.015000,0.216000
0.017500,0.262274
0.020000,0.315883
0.022500,0.374513
0.025000,0.434590
0.027500,0.491828
0.030000,0.542238
0.032500,0.583327
0.035000,0.615073
0.037500,0.640229
0.040000,0.663753
0.042500,0.691457
0.045000,0.728305
0.047500,0.776913
0.050000,0.836761
0.052500,0.904366
0.055000,0.974377
0.057500,1.041238
0.060000,1.100915
0.062500,1.152148
0.065000,1.196861
0.067500,1.239647
0.070000,1.286581
0.072500,1.343848
0.075000,1.416666
0.077500,1.508772
0.080000,1.622351
0.082500,1.758039
0.085000,1.914588
0.087500,2.088102
0.090000,2.271181
0.092500,2.452624
0.095000,2.618267
0.097500,2.753089
0.100000,2.844167
0.102500,2.883535
0.105000,2.870033
0.107500,2.809472
0.110000,2.713140
0.112500,2.595195
0.115000,2.469837
0.117500,2.349099
0.120000,2.241658
0.122500,2.152645
0.125000,2.084055
0.127500,2.035412
0.130000,2.004535
0.132500,1.988445
0.135000,1.984463
0.137500,1.991252
0.140000,2.009351
0.142500,2.040760
0.145000,2.087460
0.147500,2.149364
0.150000,2.222578
0.152500,2.298890
0.155000,2.366939
0.157500,2.414818
0.160000,2.433231
0.162500,2.418060
0.165000,2.371452
0.167500,2.301102
0.170000,2.218111
0.172500,2.134282
0.175000,2.059807
0.177500,2.002013
0.180000,1.965254
0.182500,1.951528
0.185000,1.961138
0.187500,1.992829
0.190000,2.043336
0.192500,2.106761
0.195000,2.174469
0.197500,2.236022
0.200000,2.281154
0.202500,2.302181
0.205000,2.295951
0.207500,2.264546
0.210000,2.214487
0.212500,2.154788
0.215000,2.094590
0.217500,2.041182
0.220000,1.998895
0.222500,1.968987
0.225000,1.950268
0.227500,1.940093
0.230000,1.935368
0.232500,1.933375
0.235000,1.932343
0.237500,1.931770
0.240000,1.932502
0.242500,1.936552
0.245000,1.946668
0.247500,1.965713
0.250000,1.995926
0.252500,2.038197
0.255000,2.091471
0.257500,2.152440
0.260000,2.215722
0.262500,2.274659
0.265000,2.322735
0.267500,2.355345
0.270000,2.371409
0.272500,2.374242
0.275000,2.371230
0.277500,2.372215
0.280000,2.386891
0.282500,2.421825
0.285000,2.477924
0.287500,2.549132
0.290000,2.622948
0.292500,2.682913
0.295000,2.712572
0.297500,2.699864
0.300000,2.640525
0.302500,2.539364
0.305000,2.408938
0.307500,2.266151
0.310000,2.127981
0.312500,2.007796
0.315000,1.913279
0.317500,1.846269
0.320000,1.804106
0.322500,1.781667
0.325000,1.773301
0.327500,1.774175
0.330000,1.780932
0.332500,1.791803
0.335000,1.806404
0.337500,1.825377
0.340000,1.850026
0.342500,1.882047
0.345000,1.923445
0.347500,1.976677
0.350000,2.044870
0.352500,2.131823
0.355000,2.241449
0.357500,2.376447
0.360000,2.536408
0.362500,2.715963
0.365000,2.903918
