freqs [eV],Lambda [1/ps]
0.000000,0.075782
0.002500,0.078786
0.005000,0.087974
0.007500,0.103842
0.010000,0.127110
0.012500,0.158532
0.015000,0.198602
0.017500,0.247168
0.020000,0.303038
0.022500,0.363737
0.025000,0.425616
0.027500,0.484431
0.030000,0.536359
0.032500,0.579159
0.035000,0.613074
0.037500,0.641051
0.040000,0.668099
0.042500,0.699919
0.045000,0.741223
0.047500,0.794300
0.050000,0.858294
0.052500,0.929459
0.055000,1.002315
0.057500,1.071372
0.060000,1.132892
0.062500,1.186114
0.065000,1.233555
0.067500,1.280318
0.070000,1.332712
0.072500,1.396760
0.075000,1.477135
0.077500,1.576785
0.080000,1.697085
0.082500,1.838038
0.085000,1.998053
0.087500,2.173217
0.090000,2.356413
0.092500,2.536985
0.095000,2.701521
0.097500,2.835848
0.100000,2.927753
0.102500,2.969556
0.105000,2.959735
0.107500,2.903174
0.110000,2.810066
0.112500,2.693904
0.115000,2.569060
0.117500,2.448511
0.120000,2.342079
0.122500,2.255495
0.125000,2.190386
0.127500,2.145129
0.130000,2.116325
0.132500,2.100448
0.135000,2.095215
0.137500,2.100227
0.140000,2.116692
0.142500,2.146340
0.145000,2.189922
0.147500,2.245886
0.150000,2.309747
0.152500,2.374399
0.155000,2.431303
0.157500,2.472154
0.160000,2.490537
0.162500,2.483139
0.165000,2.450237
0.167500,2.395451
0.170000,2.324950
0.172500,2.246431
0.175000,2.168195
0.177500,2.098483
0.180000,2.045008
0.182500,2.014454
0.185000,2.011660
0.187500,2.038476
0.190000,2.092586
0.192500,2.166921
0.195000,2.250285
0.197500,2.329392
0.200000,2.391854
0.202500,2.429119
0.205000,2.438239
0.207500,2.421812
0.210000,2.386253
0.212500,2.339241
0.215000,2.287442
0.217500,2.235300
0.220000,2.185072
0.222500,2.137696
0.225000,2.093826
0.227500,2.054435
0.230000,2.020818
0.232500,1.994186
0.235000,1.975261
0.237500,1.964237
0.240000,1.961163
0.242500,1.966538
0.245000,1.981712
0.247500,2.008781
0.250000,2.049873
0.252500,2.105983
0.255000,2.175781
0.257500,2.254869
0.260000,2.335943
0.262500,2.410081
0.265000,2.468974
0.267500,2.507496
0.270000,2.525714
0.272500,2.529443
0.275000,2.528926
0.277500,2.535830
0.280000,2.559444
0.282500,2.603279
0.285000,2.663252
0.287500,2.728113
0.290000,2.782129
0.292500,2.809267
0.295000,2.797609
0.297500,2.742632
0.300000,2.648341
0.302500,2.526026
0.305000,2.391201
0.307500,2.259836
0.310000,2.145063
0.312500,2.055165
0.315000,1.993079
0.317500,1.957130
0.320000,1.942454
0.322500,1.942580
0.325000,1.950823
0.327500,1.961364
0.330000,1.970020
0.332500,1.974687
0.335000,1.975471
0.337500,1.974454
0.340000,1.975160
0.342500,1.981892
0.345000,1.999160
0.347500,2.031388
0.350000,2.082868
0.352500,2.157703
0.355000,2.259355
0.357500,2.389517
0.360000,2.546501
0.362500,2.723784
0.365000,2.909642
0.367500,3.088531
0.370000,3.244126
0.372500,3.363053
0.375000,3.437856
0.377500,3.467958
0.380000,3.458299
0.382500,3.416385
0.385000,3.349206
0.387500,3.261384
0.390000,3.155200
0.392500,3.032170
0.395000,2.895167
0.397500,2.749991
0.400000,2.605706
0.402500,2.473638
0.405000,2.365482
0.407500,2.291131
0.410000,2.256875
0.412500,2.264430
0.415000,2.311064
0.417500,2.390744
0.420000,2.495903
0.422500,2.619095
0.425000,2.753825
0.427500,2.894155
0.430000,3.033349
0.432500,3.162487
0.435000,3.270211
0.437500,3.344416
0.440000,3.375737
0.442500,3.361602
0.445000,3.308998
0.447500,3.234246
0.450000,3.159244
0.452500,3.105127
0.455000,3.085585
0.457500,3.102396
0.460000,3.144925
0.462500,3.193809
0.465000,3.227440
0.467500,3.228914
0.470000,3.191134
0.472500,3.118574
0.475000,3.025459
0.477500,2.931184
0.480000,2.854540
0.482500,2.808428
0.485000,2.796525
0.487500,2.812688
0.490000,2.843139
0.492500,2.870677
0.495000,2.879628
0.497500,2.860095
0.500000,2.810400
0.502500,2.737178
0.505000,2.653327
0.507500,2.574478
0.510000,2.514972
0.512500,2.484265
0.515000,2.484595
0.517500,2.510465
0.520000,2.550181
0.522500,2.589192
0.525000,2.614456
0.527500,2.618560
0.530000,2.602222
0.532500,2.574166
0.535000,2.548223
0.537500,2.538533
0.540000,2.554591
0.542500,2.598001
0.545000,2.662249
0.547500,2.735557
0.550000,2.805563
0.552500,2.863733
0.555000,2.907570
0.557500,2.939743
0.560000,2.964785
0.562500,2.985193
0.565000,2.998960
0.567500,2.999799
0.570000,2.979900
0.572500,2.933850
0.575000,2.861873
0.577500,2.770954
0.580000,2.673436
0.582500,2.583736
0.585000,2.514513
0.587500,2.473678
0.590000,2.463192
0.592500,2.479806
0.595000,2.517167
0.597500,2.568208
0.600000,2.626761
0.602500,2.687798
0.605000,2.746464
0.607500,2.796818
0.610000,2.831394
0.612500,2.842343
0.615000,2.824012
0.617500,2.775922
0.620000,2.704725
0.622500,2.624017
0.625000,2.551782
0.627500,2.506192
0.630000,2.501089
0.632500,2.542509
